pair_id,domain,split,clean_text,corrupted_text,clean_ld,corrupted_ld,behavioral_gap,clean_positive_logit,clean_negative_logit,corrupted_positive_logit,corrupted_negative_logit,clean_prediction,corrupted_prediction,clean_correct,corrupted_correct,clean_sequence_length,corrupted_sequence_length
22,movie,heldout,The film delivered a compelling story.,The film delivered a tedious story.,0.7282562255859375,-0.140899658203125,0.8691558837890625,-126.08755493164062,-126.81581115722656,-122.0909423828125,-121.95004272460938,positive,negative,True,True,14,14
23,movie,discovery,The performances made the film remarkable.,The performances made the film forgettable.,0.9166259765625,0.13484954833984375,0.7817764282226562,-124.81211853027344,-125.72874450683594,-122.43238830566406,-122.5672378540039,positive,positive,True,False,14,15
24,movie,discovery,"After watching it, I felt impressed.","After watching it, I felt disappointed.",1.2899627685546875,0.77703857421875,0.5129241943359375,-124.03787231445312,-125.32783508300781,-123.42213439941406,-124.19917297363281,positive,positive,True,False,15,15
25,movie,discovery,The movie remained engaging from beginning to end.,The movie remained boring from beginning to end.,0.9496307373046875,0.02313232421875,0.9264984130859375,-128.43165588378906,-129.38128662109375,-125.15556335449219,-125.17869567871094,positive,positive,True,False,16,16
26,restaurant,heldout,The restaurant was excellent.,The restaurant was terrible.,1.0614089965820312,0.05074310302734375,1.0106658935546875,-120.90404510498047,-121.9654541015625,-119.19863891601562,-119.24938201904297,positive,positive,True,False,12,12
27,restaurant,heldout,The food was delicious.,The food was disgusting.,1.091552734375,0.08526611328125,1.00628662109375,-118.6226806640625,-119.7142333984375,-114.95635223388672,-115.04161834716797,positive,positive,True,False,12,12
28,restaurant,discovery,The service was friendly.,The service was rude.,1.656524658203125,0.8317947387695312,0.8247299194335938,-118.92184448242188,-120.578369140625,-115.29689025878906,-116.1286849975586,positive,positive,True,False,12,12
29,restaurant,discovery,The meal was satisfying.,The meal was disappointing.,1.3664169311523438,0.6090621948242188,0.757354736328125,-117.97201538085938,-119.33843231201172,-118.821533203125,-119.43059539794922,positive,positive,True,False,12,12
30,restaurant,discovery,The menu was impressive.,The menu was disappointing.,1.1209259033203125,0.41695404052734375,0.7039718627929688,-122.46319580078125,-123.58412170410156,-120.08798217773438,-120.50493621826172,positive,positive,True,False,12,12
31,restaurant,discovery,The staff were attentive.,The staff were careless.,1.3794479370117188,0.48380279541015625,0.8956451416015625,-116.72413635253906,-118.10358428955078,-111.30015563964844,-111.7839584350586,positive,positive,True,False,12,12
32,restaurant,heldout,The atmosphere was pleasant.,The atmosphere was unpleasant.,1.2518539428710938,0.24200439453125,1.0098495483398438,-119.4903793334961,-120.74223327636719,-115.66798400878906,-115.90998840332031,positive,positive,True,False,12,12
33,restaurant,heldout,The dessert was fantastic.,The dessert was horrible.,1.2228851318359375,0.2035369873046875,1.01934814453125,-121.48667907714844,-122.70956420898438,-118.32115173339844,-118.52468872070312,positive,positive,True,False,12,12
34,restaurant,heldout,The presentation was beautiful.,The presentation was unattractive.,1.6523666381835938,0.4049835205078125,1.2473831176757812,-120.07966613769531,-121.7320327758789,-112.64958953857422,-113.05457305908203,positive,positive,True,False,12,13
35,restaurant,discovery,The ingredients tasted fresh.,The ingredients tasted stale.,1.16143798828125,0.423065185546875,0.738372802734375,-110.18547058105469,-111.34690856933594,-106.63963317871094,-107.06269836425781,positive,positive,True,False,12,12
36,restaurant,discovery,I found the meal delightful.,I found the meal disappointing.,1.6528778076171875,0.9109039306640625,0.741973876953125,-124.30917358398438,-125.96205139160156,-122.35653686523438,-123.26744079589844,positive,positive,True,False,13,13
37,restaurant,heldout,The dining experience was memorable.,The dining experience was forgettable.,0.9436111450195312,-0.0981597900390625,1.0417709350585938,-120.64546203613281,-121.58907318115234,-120.64320373535156,-120.5450439453125,positive,negative,True,True,13,14
38,restaurant,discovery,The restaurant provided excellent service.,The restaurant provided terrible service.,1.1116714477539062,0.00080108642578125,1.110870361328125,-122.25840759277344,-123.37007904052734,-119.4622802734375,-119.46308135986328,positive,positive,True,False,13,13
39,restaurant,discovery,The meal was carefully prepared.,The meal was poorly prepared.,1.2552947998046875,0.7666397094726562,0.48865509033203125,-118.63227844238281,-119.8875732421875,-117.61183166503906,-118.37847137451172,positive,positive,True,False,13,13
40,restaurant,discovery,"Overall, the restaurant exceeded my expectations.","Overall, the restaurant failed my expectations.",1.124298095703125,0.61083984375,0.513458251953125,-120.02044677734375,-121.14474487304688,-115.9397964477539,-116.5506362915039,positive,positive,True,False,15,15
41,software,heldout,The software was reliable.,The software was unreliable.,1.3051528930664062,0.3409271240234375,0.9642257690429688,-116.14630889892578,-117.45146179199219,-113.64083862304688,-113.98176574707031,positive,positive,True,False,12,12
42,software,heldout,The application was intuitive.,The application was confusing.,1.4432373046875,0.6128311157226562,0.8304061889648438,-118.21575927734375,-119.65899658203125,-115.34442901611328,-115.95726013183594,positive,positive,True,False,12,12
43,software,discovery,The interface was elegant.,The interface was clumsy.,1.1728744506835938,0.3544464111328125,0.8184280395507812,-118.71862030029297,-119.89149475097656,-115.86796569824219,-116.222412109375,positive,positive,True,False,12,12
44,software,discovery,The system was efficient.,The system was inefficient.,1.087127685546875,0.04986572265625,1.037261962890625,-114.09390258789062,-115.1810302734375,-111.63407897949219,-111.68394470214844,positive,positive,True,False,12,12
45,software,discovery,The update was helpful.,The update was harmful.,1.359283447265625,0.02471160888671875,1.3345718383789062,-118.90544128417969,-120.26472473144531,-111.58043670654297,-111.60514831542969,positive,positive,True,False,12,12
46,software,discovery,The documentation was clear.,The documentation was confusing.,0.967254638671875,0.46288299560546875,0.5043716430664062,-113.22831726074219,-114.19557189941406,-114.59839630126953,-115.061279296875,positive,positive,True,False,12,12
47,software,discovery,The tool was powerful.,The tool was useless.,1.1142425537109375,0.13669586181640625,0.9775466918945312,-114.97776794433594,-116.09201049804688,-109.65594482421875,-109.79264068603516,positive,positive,True,False,12,12
48,software,discovery,The platform was responsive.,The platform was sluggish.,1.4407501220703125,0.4945068359375,0.9462432861328125,-118.60330963134766,-120.04405975341797,-120.56532287597656,-121.05982971191406,positive,positive,True,False,12,12
49,software,discovery,The implementation was robust.,The implementation was fragile.,1.2866058349609375,0.5055389404296875,0.78106689453125,-116.20132446289062,-117.48793029785156,-113.69467163085938,-114.20021057128906,positive,positive,True,False,12,12
50,software,heldout,The feature worked perfectly.,The feature worked poorly.,0.81793212890625,0.3058624267578125,0.5120697021484375,-115.03059387207031,-115.84852600097656,-112.80120849609375,-113.10707092285156,positive,positive,True,False,12,12
51,software,discovery,The program was easy to use.,The program was difficult to use.,1.6097259521484375,0.743865966796875,0.8658599853515625,-119.92073059082031,-121.53045654296875,-117.51101684570312,-118.2548828125,positive,positive,True,False,14,14
52,software,heldout,The new version performed impressively.,The new version performed poorly.,0.9818801879882812,0.22662353515625,0.7552566528320312,-119.98139953613281,-120.9632797241211,-115.47476196289062,-115.70138549804688,positive,positive,True,False,14,13
53,software,discovery,The system handled the workload smoothly.,The system handled the workload badly.,1.0055999755859375,0.26502227783203125,0.7405776977539062,-117.87448120117188,-118.88008117675781,-115.44576263427734,-115.71078491210938,positive,positive,True,False,14,14
54,software,heldout,The developer experience was excellent.,The developer experience was frustrating.,0.8805160522460938,-0.1012420654296875,0.9817581176757812,-121.56076049804688,-122.44127655029297,-121.54544067382812,-121.44419860839844,positive,negative,True,True,13,13
55,software,heldout,The product solved the problem effectively.,The product failed to solve the problem effectively.,1.2449493408203125,0.40329742431640625,0.8416519165039062,-116.8817138671875,-118.12666320800781,-112.07588958740234,-112.47918701171875,positive,positive,True,False,14,16
56,product,discovery,The product was excellent.,The product was terrible.,1.4049301147460938,0.447723388671875,0.9572067260742188,-118.26118469238281,-119.6661148071289,-115.42013549804688,-115.86785888671875,positive,positive,True,False,12,12
57,product,discovery,The device was reliable.,The device was unreliable.,1.47088623046875,0.5699996948242188,0.9008865356445312,-117.00021362304688,-118.47109985351562,-114.92594146728516,-115.49594116210938,positive,positive,True,False,12,12
58,product,heldout,The headphones sounded fantastic.,The headphones sounded horrible.,0.9615402221679688,-0.01808929443359375,0.9796295166015625,-120.3837661743164,-121.34530639648438,-117.46915435791016,-117.45106506347656,positive,negative,True,True,12,12
59,product,discovery,The keyboard felt comfortable.,The keyboard felt uncomfortable.,1.082061767578125,0.139556884765625,0.9425048828125,-123.24156188964844,-124.32362365722656,-122.07022094726562,-122.20977783203125,positive,positive,True,False,12,12
60,product,discovery,The laptop performed smoothly.,The laptop performed poorly.,0.957855224609375,0.2159271240234375,0.7419281005859375,-121.27055358886719,-122.22840881347656,-118.25930786132812,-118.47523498535156,positive,positive,True,False,12,12
61,product,heldout,The phone had an impressive camera.,The phone had a disappointing camera.,0.914794921875,0.424591064453125,0.490203857421875,-126.63278198242188,-127.54757690429688,-124.31126403808594,-124.73585510253906,positive,positive,True,False,14,14
62,product,discovery,The packaging was attractive.,The packaging was unattractive.,1.2118072509765625,0.2650909423828125,0.94671630859375,-117.5511245727539,-118.76293182373047,-112.89958190917969,-113.1646728515625,positive,positive,True,False,12,13
63,product,heldout,The build quality was excellent.,The build quality was poor.,1.3575210571289062,0.948150634765625,0.40937042236328125,-116.6268539428711,-117.984375,-115.50650024414062,-116.45465087890625,positive,positive,True,False,13,13
64,product,heldout,The customer support was helpful.,The customer support was unhelpful.,1.4495391845703125,0.6614837646484375,0.788055419921875,-117.98881530761719,-119.4383544921875,-117.65647888183594,-118.31796264648438,positive,positive,True,False,13,15
65,product,discovery,The delivery was remarkably fast.,The delivery was painfully slow.,1.6421585083007812,1.0647048950195312,0.57745361328125,-121.8573989868164,-123.49955749511719,-119.55139923095703,-120.61610412597656,positive,positive,True,False,13,13
66,product,heldout,The service was convenient.,The service was inconvenient.,1.3830184936523438,0.61932373046875,0.7636947631835938,-117.25114440917969,-118.63416290283203,-115.60357666015625,-116.222900390625,positive,positive,True,False,12,12
67,product,discovery,The purchase was worthwhile.,The purchase was wasteful.,1.5984039306640625,0.8102493286132812,0.7881546020507812,-117.97123718261719,-119.56964111328125,-113.42059326171875,-114.23084259033203,positive,positive,True,False,12,12
68,product,discovery,The product exceeded my expectations.,The product disappointed my expectations.,1.4078750610351562,1.2732315063476562,0.1346435546875,-116.26214599609375,-117.6700210571289,-114.5875015258789,-115.86073303222656,positive,positive,True,False,13,13
69,product,discovery,The device felt premium and durable.,The device felt cheap and fragile.,1.3504257202148438,0.660003662109375,0.6904220581054688,-123.03286743164062,-124.38329315185547,-119.76319885253906,-120.42320251464844,positive,positive,True,False,14,14
70,product,heldout,The overall experience was excellent.,The overall experience was frustrating.,0.9848403930664062,0.36490631103515625,0.61993408203125,-119.58760833740234,-120.57244873046875,-119.36503601074219,-119.72994232177734,positive,positive,True,False,13,13
71,book,discovery,The book was fascinating.,The book was tedious.,1.3260879516601562,0.5878372192382812,0.738250732421875,-123.87814331054688,-125.20423126220703,-116.4947738647461,-117.08261108398438,positive,positive,True,False,12,12
72,book,discovery,The novel was beautifully written.,The novel was poorly written.,1.1584014892578125,0.29952239990234375,0.8588790893554688,-114.05120849609375,-115.20960998535156,-111.5763168334961,-111.87583923339844,positive,positive,True,False,13,13
73,book,heldout,The author developed the characters brilliantly.,The author developed the characters poorly.,0.7046966552734375,0.2467803955078125,0.457916259765625,-117.14556884765625,-117.85026550292969,-115.76548767089844,-116.01226806640625,positive,positive,True,False,14,14
74,book,heldout,The central argument was compelling.,The central argument was unconvincing.,0.8524246215820312,0.24834442138671875,0.6040802001953125,-114.33370971679688,-115.1861343383789,-119.62229919433594,-119.87064361572266,positive,positive,True,False,13,16
75,book,discovery,The narrative was engaging.,The narrative was boring.,1.1533355712890625,0.0473175048828125,1.10601806640625,-118.10348510742188,-119.25682067871094,-115.22916412353516,-115.27648162841797,positive,positive,True,False,12,12
76,book,discovery,The ideas were thought-provoking.,The ideas were superficial.,1.25390625,0.6698150634765625,0.5840911865234375,-120.33062744140625,-121.58453369140625,-117.56449890136719,-118.23431396484375,positive,positive,True,False,15,12
77,book,discovery,The writing style was elegant.,The writing style was awkward.,1.019439697265625,-0.05596160888671875,1.0754013061523438,-113.76235961914062,-114.78179931640625,-111.99107360839844,-111.93511199951172,positive,negative,True,True,13,13
78,book,heldout,The story was memorable.,The story was forgettable.,1.1226882934570312,0.20677947998046875,0.9159088134765625,-116.27267456054688,-117.3953628540039,-114.70935821533203,-114.9161376953125,positive,positive,True,False,12,13
79,book,heldout,The chapter was informative.,The chapter was uninformative.,1.2793197631835938,0.5718154907226562,0.7075042724609375,-121.6536865234375,-122.9330062866211,-115.58451080322266,-116.15632629394531,positive,positive,True,False,12,14
80,book,discovery,The book provided an excellent reading experience.,The book provided a disappointing reading experience.,1.2789154052734375,0.5390396118164062,0.7398757934570312,-126.35055541992188,-127.62947082519531,-123.5165023803711,-124.0555419921875,positive,positive,True,False,15,15
81,general,discovery,The presentation was impressive.,The presentation was disappointing.,1.6487503051757812,0.7117919921875,0.9369583129882812,-122.10282897949219,-123.75157928466797,-118.91412353515625,-119.62591552734375,positive,positive,True,False,12,12
82,general,discovery,The lecture was informative.,The lecture was confusing.,1.71795654296875,0.6558761596679688,1.0620803833007812,-119.41839599609375,-121.1363525390625,-117.31188201904297,-117.96775817871094,positive,positive,True,False,12,12
83,general,discovery,The meeting was productive.,The meeting was unproductive.,1.831207275390625,0.51190185546875,1.319305419921875,-118.22160339355469,-120.05281066894531,-113.96981811523438,-114.48171997070312,positive,positive,True,False,12,13
84,general,discovery,The project was successful.,The project was unsuccessful.,1.2745513916015625,0.7264862060546875,0.548065185546875,-117.55093383789062,-118.82548522949219,-116.34913635253906,-117.07562255859375,positive,positive,True,False,12,12
85,general,heldout,The solution was effective.,The solution was ineffective.,1.134857177734375,0.2966156005859375,0.8382415771484375,-114.57597351074219,-115.71083068847656,-111.4964599609375,-111.79307556152344,positive,positive,True,False,12,12
86,general,heldout,The explanation was clear.,The explanation was confusing.,0.764984130859375,0.51324462890625,0.251739501953125,-112.3629150390625,-113.12789916992188,-114.40152740478516,-114.9147720336914,positive,positive,True,False,12,12
87,general,heldout,The plan was practical.,The plan was impractical.,1.0450286865234375,0.4134368896484375,0.631591796875,-118.82691955566406,-119.8719482421875,-116.05281066894531,-116.46624755859375,positive,positive,True,False,12,12
88,general,heldout,The experience was rewarding.,The experience was frustrating.,1.2923660278320312,0.4517669677734375,0.8405990600585938,-118.01246643066406,-119.3048324584961,-118.61479949951172,-119.06656646728516,positive,positive,True,False,12,12
89,general,discovery,The event was enjoyable.,The event was unpleasant.,1.4066238403320312,0.29872894287109375,1.1078948974609375,-118.72198486328125,-120.12860870361328,-114.32038879394531,-114.6191177368164,positive,positive,True,False,12,12
90,general,discovery,The discussion was constructive.,The discussion was destructive.,1.2066650390625,-0.15785980224609375,1.3645248413085938,-116.53369140625,-117.7403564453125,-106.8305435180664,-106.67268371582031,positive,negative,True,True,12,12
91,general,heldout,The workshop was engaging.,The workshop was boring.,1.9610443115234375,0.8360061645507812,1.1250381469726562,-120.40106201171875,-122.36210632324219,-116.7238540649414,-117.55986022949219,positive,positive,True,False,12,12
92,general,heldout,The result was encouraging.,The result was discouraging.,1.1577682495117188,0.2270355224609375,0.9307327270507812,-119.52872467041016,-120.68649291992188,-116.45342254638672,-116.68045806884766,positive,positive,True,False,12,12
93,general,discovery,The decision was sensible.,The decision was foolish.,0.7738494873046875,0.23876953125,0.5350799560546875,-117.33890533447266,-118.11275482177734,-113.60797119140625,-113.84674072265625,positive,positive,True,False,12,12
94,general,discovery,The process was efficient.,The process was inefficient.,1.1710662841796875,0.199127197265625,0.9719390869140625,-111.71322631835938,-112.88429260253906,-109.43531799316406,-109.63444519042969,positive,positive,True,False,12,12
95,general,discovery,The outcome was favorable.,The outcome was unfavorable.,0.89178466796875,0.18206787109375,0.709716796875,-116.5701904296875,-117.46197509765625,-114.13084411621094,-114.31291198730469,positive,positive,True,False,12,12
96,general,heldout,I found the experience genuinely rewarding.,I found the experience genuinely disappointing.,1.3696823120117188,0.67474365234375,0.6949386596679688,-126.07333374023438,-127.4430160522461,-125.78441619873047,-126.45915985107422,positive,positive,True,False,14,14
97,general,discovery,The overall result exceeded expectations.,The overall result fell below expectations.,0.9970169067382812,0.49837493896484375,0.4986419677734375,-119.54027557373047,-120.53729248046875,-118.38192749023438,-118.88030242919922,positive,positive,True,False,13,14
98,general,heldout,The explanation made the topic much clearer.,The explanation made the topic much more confusing.,0.7199249267578125,0.47826385498046875,0.24166107177734375,-115.24540710449219,-115.96533203125,-115.58621215820312,-116.0644760131836,positive,positive,True,False,15,16
99,general,discovery,The project progressed smoothly.,The project progressed poorly.,1.1359329223632812,0.47364044189453125,0.66229248046875,-121.15617370605469,-122.29210662841797,-117.3235092163086,-117.79714965820312,positive,positive,True,False,12,12
100,general,discovery,The final result was remarkably successful.,The final result was remarkably unsuccessful.,0.8566741943359375,0.4051361083984375,0.4515380859375,-121.824462890625,-122.68113708496094,-121.50856018066406,-121.9136962890625,positive,positive,True,False,14,14
